timestamp,frame,emotion,confidence,angry,disgust,fear,happy,sad,surprise,neutral,shoulder_asymmetry
2025-11-05T03:56:15.464378,255,neutral,0.677859365940094,0.1705590933561325,6.220919779309497e-09,0.047460995614528656,0.07478728145360947,0.028079746291041374,0.001253475435078144,0.677859365940094,1.5995979309082031
2025-11-05T03:56:17.005356,260,neutral,0.9936509728431702,0.002019937615841627,7.874221413795013e-11,6.687752465950325e-05,0.00023702521866653115,0.0038151717744767666,0.00021011049102526158,0.9936509728431702,2.5458240509033203
2025-11-05T03:56:18.765863,265,neutral,0.9926895499229431,0.0019404098857194185,2.1864118848746728e-10,0.0002972893707919866,0.00019536582112777978,0.004295661114156246,0.0005817225319333375,0.9926895499229431,3.3504295349121094
2025-11-05T03:56:20.317803,270,neutral,0.9832715392112732,0.0035883819218724966,4.783787255213667e-10,0.0006169216940179467,0.000789965910371393,0.011637428775429726,9.580531332176179e-05,0.9832715392112732,5.1432037353515625
2025-11-05T03:56:21.741543,275,neutral,0.9964520931243896,0.0011614477261900902,6.0770212646776844e-12,2.0500565369729884e-05,0.00015186429664026946,0.0020677309948951006,0.00014631246449425817,0.9964520931243896,1.8281364440917969
2025-11-05T03:56:23.250813,280,neutral,0.5815526843070984,0.19899705052375793,1.8785621669348274e-10,0.0037936626467853785,7.135667692637071e-05,0.21558496356010437,2.2894545281815226e-07,0.5815526843070984,2.3908138275146484
2025-11-05T03:56:24.836844,285,neutral,0.9871435761451721,0.0039979238063097,4.345825366236511e-10,0.0005197945865802467,0.00033788083237595856,0.007614436559379101,0.00038638757541775703,0.9871435761451721,1.8825531005859375
2025-11-05T03:56:26.611151,290,neutral,0.87484210729599,0.034168533980846405,2.3420382149197394e-06,0.00961268786340952,0.01812507025897503,0.062287453562021255,0.0009618183830752969,0.87484210729599,3.90380859375
2025-11-05T03:56:28.149126,295,neutral,0.9215205311775208,0.006255045533180237,6.8736683012105e-11,0.0025034607388079166,1.384159713779809e-05,0.06970702856779099,3.3994140835602593e-09,0.9215205311775208,6.263465881347656
2025-11-05T03:56:29.728944,300,neutral,0.9972387552261353,0.0011057485826313496,2.2445238376245236e-11,0.00017783483781386167,3.1964951631380245e-05,0.0012486549094319344,0.00019701066776178777,0.9972387552261353,2.408895492553711
2025-11-05T03:56:31.759664,305,neutral,0.8871904015541077,0.02479892037808895,2.414245045656571e-06,0.02266271412372589,0.0023180819116532803,0.06302621215581894,1.230491193382477e-06,0.8871904015541077,0.10050773620605469
2025-11-05T03:56:33.247195,310,neutral,0.9978530406951904,5.8430825447430834e-05,1.6724584217531202e-10,0.0004805526987183839,0.00029485070263035595,0.0012644418748095632,4.8653408157406375e-05,0.9978530406951904,4.133806228637695
2025-11-05T03:56:34.794877,315,neutral,0.9991466999053955,6.736352224834263e-05,5.539261323933564e-12,5.284529834170826e-05,6.77563511999324e-05,0.0004094340547453612,0.00025593891041353345,0.9991466999053955,2.970428466796875
2025-11-05T03:56:36.509289,320,neutral,0.9916048049926758,0.0005381683586165309,1.8007487723181725e-09,0.0014510591281577945,0.0005747734685428441,0.005146387033164501,0.000684720987919718,0.9916048049926758,4.234714508056641
2025-11-05T03:56:38.011031,325,neutral,0.9123569130897522,0.011649963445961475,1.318773456659983e-06,0.02694428712129593,0.0013368695508688688,0.04770950973033905,1.2184302704554284e-06,0.9123569130897522,2.9726600646972656
2025-11-05T03:56:39.432660,330,neutral,0.9992393255233765,0.0001585168211022392,4.4315189538790545e-12,3.2929798180703074e-05,1.8161773596148123e-06,7.889442349551246e-05,0.0004885977832600474,0.9992393255233765,11.071958541870117
2025-11-05T03:56:40.958992,335,neutral,0.997868537902832,0.00019782230083364993,9.145952328815099e-10,0.0005061018746346235,2.14221599890152e-05,0.001397740445099771,8.366978363483213e-06,0.997868537902832,7.290973663330078
